emp_no,first_name,last_name,title,from_date,salary
105296,Conor,Peha,Staff,1999-05-07,78182
282013,Ottavia,Hiyoshi,Engineer,1999-05-07,68880
45629,Guoxiang,Nanard,Staff,1999-05-07,40000
89912,Dietrich,Ouhyoung,Engineer,1999-05-07,58861
448766,Yinghua,Fabrizio,Senior Engineer,1999-05-07,73719
225811,Takushi,Zallocco,Senior Engineer,1999-05-07,40000
466323,Luerbio,Prochazka,Staff,1999-05-06,47890
69562,Tua,Haumacher,Engineer,1999-05-06,48325
486754,Nevio,Dymetman,Senior Staff,1999-05-06,80264
82530,Ioana,Morton,Senior Staff,1999-05-06,40000
46993,Brigham,Swab,Technique Leader,1999-05-06,45268
489986,Remco,Impagliazzo,Staff,1999-05-05,53633
290369,Shahar,Lund,Staff,1999-05-05,40000
418605,Flemming,Kornatzky,Senior Engineer,1999-05-05,56402
460891,Emran,Zultner,Staff,1999-05-05,40000
460088,Elvia,Kusakari,Technique Leader,1999-05-05,40000
496778,Zijian,Ghazalie,Staff,1999-05-05,79929
492243,Kyoichi,Chorvat,Engineer,1999-05-04,40000
221142,Marin,Kambil,Engineer,1999-05-04,53221
229231,Oscar,Toyoshima,Senior Engineer,1999-05-04,66305
263084,Subhrajyoti,Ranai,Engineer,1999-05-04,61053
22886,Gudjon,Templeman,Senior Engineer,1999-05-04,40000
477985,Beshir,Mattern,Senior Engineer,1999-05-04,40000
279834,Susanna,Eugenio,Senior Staff,1999-05-04,42030
209799,Honesty,Caine,Senior Staff,1999-05-04,47927
82646,Shugo,Plump,Senior Engineer,1999-05-03,48979
69019,Valdiodio,Rothenberg,Staff,1999-05-03,66458
464059,Harngdar,Rullman,Senior Staff,1999-05-03,40000
235790,Shigehiro,Hofting,Assistant Engineer,1999-05-03,44937
218710,Chikako,Callaway,Engineer,1999-05-03,40000
10795,Supot,Naudin,Senior Staff,1999-05-03,84206
401670,Pohua,Badr,Engineer,1999-05-03,42727
91139,Gererd,Quittner,Staff,1999-05-03,62547
494400,Yongqiao,Schicker,Staff,1999-05-03,79554
32703,DeForest,Klyachko,Senior Staff,1999-05-02,66739
206612,Ferdinand,Bale,Engineer,1999-05-02,40000
485418,Marin,Przulj,Engineer,1999-05-02,63484
93197,Arie,Magliocco,Staff,1999-05-02,91424
18448,Rosine,Bazelow,Senior Engineer,1999-05-02,44353
461556,Gina,Shokrollahi,Senior Engineer,1999-05-02,53599
96010,Masanao,Peron,Senior Staff,1999-05-01,69012
260441,Ennio,Gruenwald,Engineer,1999-05-01,40000
475847,Felicidad,Georgakopoulos,Staff,1999-05-01,89055
77266,Junichi,Dechter,Engineer,1999-05-01,42524
452608,Aimee,Yeung,Senior Engineer,1999-05-01,49434
62472,Renee,Buescher,Staff,1999-05-01,58284
40450,Shan,Kakkad,Engineer,1999-05-01,40000
451958,Tomofumi,Hofmeyr,Staff,1999-05-01,53465
478061,Jackson,Broomell,Senior Staff,1999-05-01,40000
74388,Mokhtar,Miyakawa,Senior Engineer,1999-05-01,54421
271109,Vincent,Bednarek,Engineer,1999-05-01,63129
21897,Sampalli,Kavanagh,Senior Staff,1999-05-01,85262
251253,Susumu,Petersohn,Staff,1999-05-01,58513
33576,Serif,Rodite,Senior Engineer,1999-04-30,74359
268012,Rafail,Fasbender,Engineer,1999-04-30,40000
252422,Arunachalam,Baaz,Staff,1999-04-30,42195
230472,Val,Kropf,Staff,1999-04-30,81722
288319,Srinidhi,Kaminger,Staff,1999-04-30,72931
232767,Guenter,Pollacia,Engineer,1999-04-30,59863
250331,Vitaly,Roohalamini,Technique Leader,1999-04-30,40236
292752,Jianhao,Frolund,Senior Engineer,1999-04-30,43166
489953,Valeska,Collavizza,Engineer,1999-04-30,40000
71915,Goh,Jakobus,Staff,1999-04-30,54007
406305,Anneke,Birge,Engineer,1999-04-30,64733
51503,Dietrich,Famili,Senior Engineer,1999-04-30,40000
89043,Mohammed,Riefers,Senior Engineer,1999-04-29,51706
268862,Jianhui,Rassart,Staff,1999-04-29,40000
428878,Yannis,Syrotiuk,Senior Engineer,1999-04-29,52438
15480,Kwok,Trogemann,Senior Engineer,1999-04-29,47645
231194,Tonny,Burnard,Senior Engineer,1999-04-29,40000
430743,Kasturi,Smeets,Staff,1999-04-29,62383
95510,Mototsugu,Christ,Senior Engineer,1999-04-29,50472
229347,Sedat,Hiltgen,Engineer,1999-04-29,40000
273329,Fumiyo,Scharstein,Staff,1999-04-29,65915
430812,Takushi,Vernadat,Engineer,1999-04-29,50508
84552,Pramod,Sidou,Engineer,1999-04-29,42753
12638,Yuqun,Seiwald,Engineer,1999-04-29,56677
33225,Mani,Ranta,Senior Staff,1999-04-28,50864
276890,Tamiya,Katalagarianos,Senior Engineer,1999-04-28,40000
219584,Parto,Oehlmann,Senior Engineer,1999-04-28,41093
268123,Krister,Kulisch,Engineer,1999-04-28,45624
293008,Chiradeep,Shimshoni,Senior Engineer,1999-04-28,40000
264311,Christoper,Muniz,Senior Engineer,1999-04-28,42966
32237,Yucai,Range,Staff,1999-04-28,67128
46910,Marsja,Maccarone,Senior Staff,1999-04-28,73052
212697,Yongmao,Raney,Assistant Engineer,1999-04-27,49640
35146,Kasturi,Cummings,Engineer,1999-04-27,61920
416260,Flemming,Baezner,Engineer,1999-04-27,54960
493301,Uri,Pardalos,Senior Engineer,1999-04-27,40000
101015,Spyrose,Rahier,Senior Staff,1999-04-27,41560
58300,Frazer,Picco,Senior Staff,1999-04-27,40000
99122,Tooru,Schwabacher,Engineer,1999-04-27,40000
238967,Fei,Jansen,Senior Engineer,1999-04-27,40000
453133,Mani,Terekhov,Staff,1999-04-27,69160
497062,Dayanand,Naudin,Staff,1999-04-26,61713
458922,Anneli,Demir,Senior Engineer,1999-04-26,45817
474851,Tomoyuki,Gerlach,Senior Engineer,1999-04-26,51018
258935,Moriyoshi,Harllee,Senior Engineer,1999-04-26,40000
400253,Christophe,Emmart,Senior Engineer,1999-04-26,52047
94667,Naraig,Rebaine,Senior Staff,1999-04-26,40000
48562,Tokuyasu,Cmelik,Senior Staff,1999-04-26,53051
267507,Peer,Riexinger,Senior Staff,1999-04-26,40000
16086,Mohammad,Denos,Senior Engineer,1999-04-26,42903
16448,Tsvetan,Zwicker,Senior Engineer,1999-04-26,76979
499548,Aloys,Bale,Senior Engineer,1999-04-26,50281
82227,Xiaocheng,Sethi,Senior Engineer,1999-04-26,52214
297887,Taegyun,Itzigehl,Staff,1999-04-25,53773
57123,Fatemeh,Zedlitz,Engineer,1999-04-25,42556
89699,Uma,Keustermans,Senior Engineer,1999-04-25,40000
240727,Visit,Bauknecht,Senior Engineer,1999-04-24,40000
23317,Huican,Worfolk,Staff,1999-04-24,40000
287064,Kish,Ratnaker,Engineer,1999-04-24,40000
475991,Pradeep,Azuma,Engineer,1999-04-24,43514
297188,Chaoyi,Impagliazzo,Senior Engineer,1999-04-24,51338
91623,Haldun,Manderick,Staff,1999-04-24,40000
202539,Fuqing,Brookman,Engineer,1999-04-24,40000
53779,Kellie,Zielinski,Senior Engineer,1999-04-24,54577
270838,Yurij,Jiang,Senior Staff,1999-04-24,78228
68536,Zorica,Perly,Engineer,1999-04-24,53192
485471,Jaroslava,Marchegay,Senior Engineer,1999-04-23,41604
32303,Bodh,Merli,Senior Staff,1999-04-23,56708
53827,Shan,Baek,Engineer,1999-04-23,40000
496721,Spyrose,Ramsay,Senior Engineer,1999-04-23,40000
428005,Torsten,Byoun,Senior Staff,1999-04-23,40000
256320,Visit,Erva,Senior Engineer,1999-04-23,40000
278395,Somnath,Motley,Engineer,1999-04-23,40000
486690,Goh,Bahk,Senior Engineer,1999-04-22,40000
473622,Iara,Schapiro,Staff,1999-04-22,95718
436714,Gill,Lores,Senior Engineer,1999-04-22,49390
296931,Baruch,Angelopoulos,Senior Engineer,1999-04-22,40000
235568,Izaskun,Trachtenberg,Senior Engineer,1999-04-22,61258
473166,Masamitsu,Erde,Senior Staff,1999-04-22,75890
73143,Sreekrishna,Cincotta,Engineer,1999-04-22,40000
44070,Luerbio,Onuegbe,Senior Staff,1999-04-21,71639
260123,Mechthild,Fontan,Senior Engineer,1999-04-21,53765
223501,Gennady,Cappelletti,Senior Staff,1999-04-21,61742
408629,Conor,Jayawardene,Senior Staff,1999-04-21,48916
427856,Atreye,Kalafatis,Staff,1999-04-21,41675
492431,Hsiangchu,Verhaegen,Senior Staff,1999-04-21,79451
497595,Shahaf,Schrooten,Senior Engineer,1999-04-21,40000
293884,Zhenhua,Ebeling,Senior Engineer,1999-04-21,61335
77179,Gonzalo,Garigliano,Staff,1999-04-20,40000
45313,DAIDA,Schusler,Senior Staff,1999-04-20,60624
293505,Premsyl,Eugenio,Senior Engineer,1999-04-20,46176
243715,Baziley,Gewali,Senior Staff,1999-04-20,40000
453464,Ferdinand,Tokunaga,Staff,1999-04-20,60032
230846,Parto,Perelgut,Senior Engineer,1999-04-20,40007
425219,Martien,Macedo,Senior Engineer,1999-04-20,67149
264667,Uwe,Mitsuhashi,Senior Staff,1999-04-20,48067
93436,Ung,Crooks,Senior Staff,1999-04-19,40779
246240,Gian,Polajnar,Senior Engineer,1999-04-19,45920
277253,Francesca,Poehlman,Engineer,1999-04-19,40000
433381,Nakhoon,Heering,Senior Staff,1999-04-19,61110
422131,Adin,Kleiser,Engineer,1999-04-19,44304
222281,Nikolaus,DuBourdieux,Staff,1999-04-19,40000
421401,Jaewon,Litzler,Engineer,1999-04-19,40000
83143,Luisa,Krupka,Senior Engineer,1999-04-19,40000
16447,Zhiguo,Savasere,Senior Engineer,1999-04-19,40000
431478,Poornachandra,Ratnaker,Engineer,1999-04-18,51362
103947,Xinglin,Businaro,Engineer,1999-04-18,59044
410720,Akeno,Pargas,Staff,1999-04-18,51928
261109,Bogdan,Quadeer,Engineer,1999-04-18,45502
85949,Thodoros,Penttonen,Senior Engineer,1999-04-18,52171
436413,Xinan,Zschoche,Senior Engineer,1999-04-18,48215
434505,Jianhua,Fritzsche,Engineer,1999-04-17,40000
291380,Mohammed,Miara,Staff,1999-04-17,96182
427848,Mikhail,Hutton,Senior Engineer,1999-04-17,67015
477232,Dipayan,Zielinski,Senior Engineer,1999-04-17,51982
495918,Munehiko,Krychniak,Engineer,1999-04-17,40000
42642,Bluma,Broder,Senior Staff,1999-04-17,102424
103717,Kwangjo,Zhang,Staff,1999-04-17,40000
256468,Bernice,Grospietsch,Engineer,1999-04-17,40000
474124,Magy,Koblick,Engineer,1999-04-16,40000
238160,Edwin,Merks,Senior Staff,1999-04-16,87115
287982,Stepehn,Akaboshi,Assistant Engineer,1999-04-16,41759
69418,Jixiang,Steinauer,Senior Staff,1999-04-16,51844
108551,Yahiko,Garnick,Staff,1999-04-16,46713
19453,Baoqiu,Buescher,Senior Staff,1999-04-16,40000
286590,Aral,Androutsos,Senior Engineer,1999-04-16,42292
440370,Fumiya,Gunderson,Senior Staff,1999-04-16,66239
25546,Charmane,Engelmann,Senior Engineer,1999-04-16,40000
444876,Arumugam,Makinen,Staff,1999-04-16,40000
78251,Subbu,Conti,Staff,1999-04-16,77458
50236,Zhenbing,Cangellaris,Senior Engineer,1999-04-16,40000
422979,Kiyokazu,Shihab,Senior Staff,1999-04-15,60520
447800,Xiaoshan,Polupanov,Staff,1999-04-15,61578
293355,Huan,Kolvik,Staff,1999-04-15,41914
475226,Yoshimitsu,Majewski,Staff,1999-04-15,75644
250884,Jeanne,Pepe,Senior Staff,1999-04-15,40000
258328,Peternela,Akiyama,Senior Staff,1999-04-15,40000
82599,Yefim,Conta,Assistant Engineer,1999-04-15,40000
232601,Claude,Honglei,Engineer,1999-04-15,40000
265276,Toshiki,Back,Senior Staff,1999-04-15,44866
458851,Larisa,Monarch,Senior Staff,1999-04-15,81961
77297,Wanqing,Zumaque,Staff,1999-04-14,57173
242837,Eric,Hiraishi,Senior Engineer,1999-04-14,72477
270173,Younwoo,Keohane,Senior Engineer,1999-04-14,52034
65981,Jayson,Bharadwaj,Engineer,1999-04-14,40000
36235,Rajmohan,Rebaine,Senior Engineer,1999-04-14,40000
254237,Keung,Slaats,Senior Staff,1999-04-14,58370
49675,Uri,Tchuente,Senior Staff,1999-04-14,80001
407438,Sadok,Kusalik,Engineer,1999-04-14,56191
21666,Remzi,Kroon,Engineer,1999-04-14,68269
42352,Tuval,Chaudhuri,Senior Engineer,1999-04-13,40000
284088,Katsuyuki,DasSarma,Engineer,1999-04-13,40000
234066,Pranay,Haddadi,Staff,1999-04-13,42941
58523,Prasadram,Bazelow,Senior Engineer,1999-04-13,40000
251384,Sreekrishna,Cmelik,Senior Staff,1999-04-13,56038
409952,Shigenori,Hebden,Staff,1999-04-13,40000
225902,Ayonca,Schusler,Staff,1999-04-13,40000
259958,Vatsa,DeMori,Engineer,1999-04-13,57818
246722,Jouni,Heemskerk,Staff,1999-04-13,51488
238049,Subhrajyoti,Undy,Staff,1999-04-13,72718
276006,Gurbir,Iisaku,Senior Staff,1999-04-12,79949
425548,Geoff,Perfilyeva,Senior Engineer,1999-04-12,47353
208685,Lokesh,Morris,Engineer,1999-04-12,75255
452115,Barun,Sessa,Senior Engineer,1999-04-12,46455
439062,Dhritiman,Streng,Staff,1999-04-12,47240
92485,Hein,Turnbull,Senior Staff,1999-04-12,55068
272832,Nahid,Zizka,Engineer,1999-04-12,47461
222446,Yonghong,Gente,Engineer,1999-04-12,45648
401564,Frederique,Peha,Engineer,1999-04-12,64703
288577,Shin,Granlund,Engineer,1999-04-12,60144
420381,Kitty,Szmurlo,Staff,1999-04-12,69361
15030,Rasikan,Nourani,Senior Staff,1999-04-11,40000
424230,Irena,Sridhar,Senior Staff,1999-04-11,50865
15258,Guther,Karcich,Engineer,1999-04-11,40000
265377,Vasilii,Merle,Senior Staff,1999-04-11,40000
465054,Troy,Remmers,Senior Staff,1999-04-11,40000
256137,Beshir,Kamble,Staff,1999-04-11,78973
224497,Yechiam,Range,Engineer,1999-04-11,50332
450012,Byong,Ashish,Senior Engineer,1999-04-11,52024
85001,Uno,Leijenhorst,Senior Staff,1999-04-11,80797
209419,Vugranam,Kabayashi,Staff,1999-04-10,40000
61256,Duro,Schaar,Engineer,1999-04-10,40000
75133,Tayeb,Spataro,Senior Staff,1999-04-10,56805
295718,Paris,Siprelle,Engineer,1999-04-10,40000
249863,Masali,Chiola,Senior Staff,1999-04-10,40000
452335,Aloke,Brookman,Senior Engineer,1999-04-10,52441
225378,Chinya,Copas,Engineer,1999-04-10,40000
281510,Douadi,Demian,Senior Staff,1999-04-10,47359
263517,Remko,Strandh,Staff,1999-04-10,59277
499415,Annemarie,Wossner,Engineer,1999-04-09,66991
451217,Changho,Nergos,Senior Staff,1999-04-09,83060
264894,Constantino,McAlpine,Staff,1999-04-09,51566
249578,Atreyi,Cheshire,Senior Engineer,1999-04-09,44196
231410,Persi,Sidou,Senior Staff,1999-04-09,62412
284385,Xiaocheng,Marletta,Staff,1999-04-09,67060
444521,Lijie,Vecchi,Senior Engineer,1999-04-09,40000
260643,Fox,Shanbhogue,Senior Staff,1999-04-09,40000
499982,Mohammed,Pleszkun,Staff,1999-04-08,40000
19089,Badri,Ellozy,Senior Engineer,1999-04-08,64741
277979,Jaroslava,Lammel,Senior Staff,1999-04-08,67324
14582,Kiyokazu,Morrin,Senior Engineer,1999-04-08,40000
401775,Mong,Parfitt,Senior Engineer,1999-04-08,57501
208119,Danny,Azulay,Senior Staff,1999-04-08,53494
271991,Kwangjo,Michaels,Engineer,1999-04-08,54170
272225,Martijn,Millington,Staff,1999-04-08,63730
412641,Aram,Speer,Senior Staff,1999-04-08,47405
55139,Nigel,Sommer,Engineer,1999-04-08,61279
218593,Arunas,Lamba,Engineer,1999-04-08,57787
284546,Sadok,Ouhyoung,Senior Engineer,1999-04-08,46672
264446,Katsuo,Kroha,Senior Engineer,1999-04-07,56131
108137,Panayotis,Ermel,Engineer,1999-04-07,40000
221262,Chenxi,Alpay,Senior Engineer,1999-04-07,40000
239446,Uriel,Yetim,Senior Engineer,1999-04-07,79344
268985,Unal,Sichman,Senior Engineer,1999-04-07,40000
445035,Ugo,Brodal,Senior Engineer,1999-04-07,68414
249288,Youngkon,Marsiglia,Engineer,1999-04-07,67652
57472,Stepehn,Willoner,Technique Leader,1999-04-07,40000
271050,Takushi,Koblick,Senior Staff,1999-04-06,82397
86448,Fumino,Garnier,Senior Engineer,1999-04-06,50368
21984,Martine,Lemarechal,Staff,1999-04-06,40000
407594,Carrsten,Cannard,Senior Staff,1999-04-06,93437
479916,Tianruo,Kamber,Senior Engineer,1999-04-06,40000
414643,Flemming,Neiman,Engineer,1999-04-06,60183
95460,Bedir,Oskamp,Engineer,1999-04-06,40000
438225,Kristian,Bahl,Senior Staff,1999-04-06,52373
480083,Adly,Luit,Engineer,1999-04-06,40000
438268,Hyuckchul,Mansanne,Senior Staff,1999-04-06,51295
223384,Rimon,Khalil,Engineer,1999-04-05,40000
68063,Karlis,Gide,Senior Engineer,1999-04-05,43681
203154,Ger,Baik,Senior Engineer,1999-04-05,40000
284532,KayLiang,Dratva,Engineer,1999-04-05,40000
432298,Xiaopeng,Sankaranarayanan,Engineer,1999-04-05,59177
94483,Shigenori,Quaggetto,Engineer,1999-04-05,44160
440850,Utz,Langford,Senior Engineer,1999-04-05,49807
404996,Gay,Baig,Senior Staff,1999-04-04,72969
464427,Girolamo,Birjandi,Staff,1999-04-04,59801
53674,Mong,Babu,Senior Staff,1999-04-04,81073
423829,Chenxi,Peroz,Staff,1999-04-04,40805
493651,Constantino,Demeyer,Staff,1999-04-03,76890
440088,Serge,Denny,Staff,1999-04-03,97760
40685,Shawna,Bugrara,Senior Staff,1999-04-03,65968
467626,Kolar,Vasanthakumar,Engineer,1999-04-03,40000
22623,Tommaso,Champarnaud,Senior Engineer,1999-04-03,46491
50491,Garnik,Shokrollahi,Staff,1999-04-03,40000
210721,Ayonca,Oppitz,Staff,1999-04-03,40000
74360,Dayanand,Viele,Senior Engineer,1999-04-03,59711
269127,Poorav,Ishibashi,Senior Staff,1999-04-02,69865
232545,Mani,Vanwelkenhuysen,Engineer,1999-04-02,46111
445330,Lijie,Mitina,Staff,1999-04-02,40000
265342,Tadahiro,Iivonen,Senior Engineer,1999-04-02,40000
47912,Shounak,Ebeling,Senior Engineer,1999-04-02,50143
486820,Basant,Velardi,Senior Engineer,1999-04-02,63914
48546,Yongmin,Koblick,Staff,1999-04-02,40000
286032,Abdulla,Hempstead,Senior Staff,1999-04-02,43757
241909,Rimli,Bennet,Staff,1999-04-02,62161
215039,Boutros,Stellhorn,Senior Engineer,1999-04-02,42497
472047,Florian,Beutelspacher,Staff,1999-04-02,61117
427866,Vivian,Mahnke,Staff,1999-04-01,57548
40574,Susumu,Ratnakar,Senior Engineer,1999-04-01,40000
278065,Shigehito,Bade,Senior Engineer,1999-04-01,43199
426133,Jeanne,Roccetti,Staff,1999-04-01,40000
26232,Rosli,Slutz,Senior Engineer,1999-04-01,40000
249988,Masako,Casperson,Senior Staff,1999-04-01,77921
261651,Angus,Anguita,Engineer,1999-04-01,77905
253820,Jeong,Conry,Senior Engineer,1999-04-01,46350
290357,Kasturi,Cunliffe,Staff,1999-04-01,77802
280309,Chuanyi,Bolsens,Senior Staff,1999-04-01,84662
219036,Toney,Keohane,Engineer,1999-04-01,43897
282876,Aloke,Standera,Staff,1999-04-01,47538
401843,Masami,Miyakawa,Senior Engineer,1999-04-01,40000
278079,Mayumi,Chandrasekhar,Engineer,1999-03-31,40000
438429,Jiang,Zockler,Senior Engineer,1999-03-31,55957
272093,Boalin,Alpin,Senior Engineer,1999-03-31,76739
253726,Francoise,Chinin,Senior Engineer,1999-03-31,54141
427549,Tetsurou,Sifakis,Engineer,1999-03-31,52228
43353,Mang,Arlazarov,Technique Leader,1999-03-31,53973
291448,Zhonghua,Savasere,Engineer,1999-03-31,54705
298482,Claude,Radivojevic,Engineer,1999-03-30,40000
202897,Gino,Mitsuhashi,Staff,1999-03-30,40000
223406,Gift,Yoshimura,Senior Engineer,1999-03-30,59178
36709,Tsuneo,Hettesheimer,Engineer,1999-03-30,40000
459653,Magdalena,Monkewich,Senior Engineer,1999-03-30,55957
424464,Jianhua,Deverell,Staff,1999-03-30,64967
463862,Baocai,Compeau,Senior Engineer,1999-03-30,40000
447618,Sachio,Tetzlaff,Staff,1999-03-30,74348
262105,Heeju,Perly,Senior Staff,1999-03-29,89631
432627,Jamaludin,Usdin,Staff,1999-03-29,64883
20316,Kellie,Krybus,Senior Staff,1999-03-29,40000
228576,Owen,Motley,Senior Staff,1999-03-29,96377
458210,Along,Engberts,Senior Staff,1999-03-29,44500
491650,Atreyi,Gladwell,Senior Staff,1999-03-29,51071
476935,Emdad,Magliocco,Engineer,1999-03-28,40000
229745,Mohd,Ventosa,Senior Engineer,1999-03-28,40000
69364,Marla,DiGiano,Engineer,1999-03-28,62166
410795,Kaijung,Plessier,Senior Engineer,1999-03-28,70009
63236,Shan,Barinka,Senior Staff,1999-03-28,70050
257711,Kasidit,Gustavson,Engineer,1999-03-28,55400
52483,Kazuhira,Boyle,Senior Engineer,1999-03-28,40000
296330,Mari,Giaccio,Senior Staff,1999-03-28,40000
250419,Greger,Bottner,Engineer,1999-03-28,40000
61856,Toney,Luby,Senior Engineer,1999-03-27,59270
469672,Guadalupe,Hashii,Senior Staff,1999-03-27,52140
405754,Fei,Borovoy,Engineer,1999-03-27,40000
445906,Arif,Lienhardt,Engineer,1999-03-27,53661
97730,Shooichi,Smeets,Engineer,1999-03-27,40000
104014,Honglan,Krohn,Senior Engineer,1999-03-27,48888
97375,Nevio,Hofstetter,Senior Staff,1999-03-27,64676
280171,Rasikan,Condotta,Senior Staff,1999-03-27,62005
486828,Sachin,Molenkamp,Staff,1999-03-27,40000
468671,Hailing,Calkin,Engineer,1999-03-27,40000
92637,Adhemar,Denos,Senior Engineer,1999-03-26,57104
429973,Arie,Rouquie,Engineer,1999-03-26,44500
412393,Phillip,Bernardinello,Engineer,1999-03-26,50374
107258,Parviz,Zaumen,Staff,1999-03-25,87036
242250,Yoshinari,Ishibashi,Senior Engineer,1999-03-25,62230
455015,Sachin,Rohrbach,Senior Engineer,1999-03-25,46229
242819,Xuejia,Lukaszewicz,Engineer,1999-03-25,48708
472066,Hugo,Schurmann,Senior Engineer,1999-03-25,54234
101461,Satosi,Bednarek,Senior Engineer,1999-03-25,45488
52117,Neven,Lipner,Engineer,1999-03-25,58904
401634,Basant,Jeansoulin,Engineer,1999-03-25,40000
82979,Magdalena,Yeung,Technique Leader,1999-03-24,55263
51792,Aral,Merkl,Senior Staff,1999-03-24,77399
86969,Shai,Rijckaert,Senior Engineer,1999-03-24,40000
231270,Gritta,Rassart,Senior Staff,1999-03-24,40000
457191,Barun,Iacovou,Assistant Engineer,1999-03-24,40000
216390,Sergi,Keustermans,Technique Leader,1999-03-23,40000
24793,Kristen,Brizzi,Senior Staff,1999-03-23,66663
42894,Arto,Bashian,Senior Engineer,1999-03-23,54260
266181,Hidefumi,Lodder,Staff,1999-03-23,51469
31865,Ramzi,Schade,Engineer,1999-03-23,40000
446631,Nakhoon,Biros,Senior Staff,1999-03-23,40000
18333,Munehiro,Plesums,Engineer,1999-03-23,40520
424981,Naraig,Milicia,Technique Leader,1999-03-22,40000
249843,Visit,Kandlur,Engineer,1999-03-22,63710
204560,Sariel,Badache,Senior Engineer,1999-03-22,69114
421395,Edwin,Wissmann,Senior Staff,1999-03-22,40000
296671,Piyawadee,Jiafu,Engineer,1999-03-22,67399
65029,Theirry,Kaltofen,Senior Engineer,1999-03-22,40000
62273,Xudong,Schmiedel,Technique Leader,1999-03-21,53489
85775,Georgy,Engberts,Senior Engineer,1999-03-21,54003
76325,Rosalie,Maierhofer,Staff,1999-03-21,75110
269126,Jaroslava,Rodham,Senior Engineer,1999-03-21,40000
30106,Zeljko,Yamaashi,Engineer,1999-03-21,40000
86217,Mari,Asrin,Assistant Engineer,1999-03-20,55211
462443,Miomir,Ranka,Senior Staff,1999-03-20,40000
64731,Fumino,Rosay,Senior Engineer,1999-03-20,40000
495718,Xianlong,Vitiello,Senior Engineer,1999-03-20,46202
203438,Gift,Thisen,Engineer,1999-03-20,50365
10108,Lunjin,Giveon,Staff,1999-03-20,40000
73212,Niclas,Maraist,Senior Staff,1999-03-20,40000
65559,Feipei,Nishimukai,Senior Staff,1999-03-19,65401
237219,Terresa,Chenney,Staff,1999-03-19,40000
274282,Saeko,Bernatsky,Staff,1999-03-19,65903
475001,Heather,Chaudhuri,Senior Staff,1999-03-19,40000
27416,Subir,Ratnaker,Staff,1999-03-19,69385
29580,Rafail,Peyn,Senior Engineer,1999-03-19,42440
91756,Xiaobin,Vandervoorde,Staff,1999-03-18,72998
38715,Jianhua,Dayana,Engineer,1999-03-18,47766
42606,Moti,Hartvigsen,Senior Staff,1999-03-18,78409
53607,Moheb,Lorch,Senior Staff,1999-03-18,54497
421358,KayLiang,Litecky,Senior Engineer,1999-03-18,49431
247722,Roselyn,Molenkamp,Staff,1999-03-18,40000
436442,Mang,Takanami,Assistant Engineer,1999-03-18,62859
15230,Keiichiro,Suessmith,Senior Engineer,1999-03-17,70187
37131,Conor,Koblitz,Engineer,1999-03-17,40000
88681,Genta,Alvarado,Senior Engineer,1999-03-17,40000
48243,Juyoung,Riesenhuber,Senior Engineer,1999-03-17,42176
484981,Toshiko,Anger,Staff,1999-03-17,67268
286836,Yagil,Roisin,Engineer,1999-03-17,55942
429493,Adib,Motley,Senior Engineer,1999-03-17,40000
229943,Kristian,Kampfer,Engineer,1999-03-16,43523
281362,Kirk,Perl,Senior Engineer,1999-03-16,46622
32959,Ebru,Broomell,Senior Staff,1999-03-16,40000
408592,Neelam,Itzigehl,Engineer,1999-03-16,51858
262006,Steve,Sherertz,Staff,1999-03-16,66442
73726,Elvia,Mawatari,Staff,1999-03-16,40000
14289,Paraskevi,Gist,Assistant Engineer,1999-03-16,60863
283840,Shuzo,Menyhert,Assistant Engineer,1999-03-16,40000
54441,Miyeon,Uhrig,Staff,1999-03-16,40000
92962,Jayson,Kuszyk,Senior Staff,1999-03-15,46673
262868,Arnould,Seiwald,Senior Staff,1999-03-15,77200
408159,Luisa,Milicia,Staff,1999-03-15,61300
461936,Akeno,Nishimukai,Senior Engineer,1999-03-14,40000
280686,Jingling,Choobineh,Senior Engineer,1999-03-14,40000
36998,Phule,Maliniak,Staff,1999-03-14,78990
252573,Rafael,Guardalben,Senior Staff,1999-03-14,80352
266914,Sudharsan,Steenbeek,Senior Engineer,1999-03-14,60309
473377,Mrinalini,Zumaque,Technique Leader,1999-03-14,43127
228716,Sukumar,Rajcani,Senior Engineer,1999-03-14,45306
290475,Randi,Zaiane,Staff,1999-03-14,40000
480618,Rance,Brodie,Engineer,1999-03-14,56111
218291,Martine,Kalloufi,Senior Staff,1999-03-13,64682
442878,Masaki,Takanami,Senior Engineer,1999-03-13,67318
253511,Qingxiang,Nitta,Senior Engineer,1999-03-13,56484
461027,Raimond,Acton,Senior Engineer,1999-03-12,61256
13465,Sasan,Rehfuss,Engineer,1999-03-12,49821
474146,Nathan,Emiris,Senior Staff,1999-03-12,62003
416042,Katsuo,Lorcy,Senior Engineer,1999-03-12,43679
421133,Francesca,Brizzi,Engineer,1999-03-12,49801
33555,Wojceich,Kawashima,Senior Staff,1999-03-12,77978
261700,Mamdouh,Gronowski,Assistant Engineer,1999-03-12,40000
265931,Pohua,Borstler,Staff,1999-03-11,43558
15018,Ramalingam,Prenel,Senior Staff,1999-03-11,40668
290069,Guenter,Yoshimura,Engineer,1999-03-11,49716
473160,Fuqing,Rosay,Staff,1999-03-11,40000
219860,Taisook,Quaggetto,Technique Leader,1999-03-11,74095
43887,Kwan,Giveon,Senior Staff,1999-03-11,40000
404382,Arch,Bardell,Engineer,1999-03-11,47352
